9	80
    1    93    19    92    85    84    66     4    83    98    85    56    20    95    15    81    96    78    51     2    97    35    32    27    42    38    40    46    97    55    54    68    49    59    72    97    59    83    94    38    22    21     9    41    58    86    15    11    70    39    25    10    30    38    90    42    69    40    96    97    37    83    67    72    85    77     9    44    89    97    32    56    62    39    67    50     5    98    54    72  2245
   13    43     9    78    32    64    57    54    19    73    97    81    51    91    49    50    95    91    71    83    47    70    67    77    63    10    85    56    41    42    32    56    46    39    64    50    20    56    11    81    45    95    22    74    72    88    73    60    27    29    46    29    83     7    94    86    57    45    51    17    16    80    30    33    56    69    54    27    75    47    89    82    74    28    84    32    23    14    23    72  2161
   88     6    88    47    86    84    96    89    10     6    93    17    29    79    21    10    36     9    62    86    76    63    33    29    96    75    95    53    37    80    58    51    21    34    61    65     5    16    53    57    12     0    85    80    36    57    69     1    71    27    23    69    17    22    93    46    69    15     8    28     7    16     6    22    28    71    71    28    45     5    87    91    23    73    46    93    30    37    72    27  1903
   57    95    10     5    15    19    73    55    45    85    86    53    16    50     1    41    60    19    37    35    91    67    55    44    65    27    26    93    29    87    28    80    71    23    63    18    95    30    28    27    46    51    90     5    60    70    86    65    79    52    38    84    47     9    19    75    24    23    29    64    46    36     5    57    70     4     5    82    28    45    68    54    68     8    64    93    82    78    75    56  1972
   73    75    69    49     7     0    19    54     0    26    53    86    94    47    69    21    38    62     4    84    95    56    81    63    67     8     9    62    84    54    12    94    69    16    90    21    45    10    83     8    53    47    77    70    96     5    72    54    50    54    94    64    53    85    13    31    91    11    73    98    65    23     3     0    67     9    85    52    62    21    59    16    57    12    56    30    49    39    69    31  1976
    0    62    77    53    50    53     4    11    89    35    96    69    13     5    47    60    90    44     6    63    37    59     3    68    75    39    39    60    86    86    79    44    56    93    17    17    37     2    81    50    20    71    28    21    24    49    24    13    22    87    77    98    40    93    96    93    12    33    76    78     3     4    73     9    81    38    25    28    35    29    24    42    21    88     6    92    36    60    26    32  1881
   66     2    54    20    33    46    18    88    47     3    73    27    76    40    40    61    92     6    23     7    98    78    39    97    16     2    76    77    12    47     3    36    17    55    55     6    78    80     7    47    81    21    68    17    89    12     1    21    11    82    94    58    71    48    42    38    59    98    37    79    94    63    46    47     6    67    86    67    98    42    98    19    20    81    33    96    12    82    94    97  2011
   26    95    97    57    40    67    21    76    48    88    96    41    76    34    87    23    80    20    46    86     6    81     4    81     1    71    44    53    81    68    57    17    89    97     5    87    84    38    28    23    84    66     2    68    65    30    93    24     4    47    91     8    36    49    10    27     8     0    15    60    61    17     3    11    29    40    67    11    50    32    76    31    34    22    38     2    13    14    95    31  1841
   19    70    31     0    28    37    92    45    47    13    68    46    75    20    90    15    61    12    31     0    11    21    61     7    30    27    12     8    71    12    48    37    65     5     3    63    53    31    18    27     0    38    76    23    53    23    80    15    87    69    18    71    89    31    62     2    74    64    81    42     0    70    50    80    78    48    20    50    22    55    64    48    83    49    58    66    17    32    19     9  1663
# Solution: 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 1 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 1 0 0 1 0 1 1 0
