9	80
   44    30    20    40    23    21    38    36    35    45    38    19    12    37    46    34     9    17    36     5    10    28    20    40    42    45     8    34    24    27    25    41    15     0    31    31    44     2    31    32    44    26    28    48    16    36     0    40     6    13    36    20    37    28    29    20    46     4    32    28    22     8     2    46    34    16    25    40    26    42    32    34    19    46    39    17     2     6    39    20  1083
   43     7    48    32    21    41    41    39     7     9    40    46    34    24     9    16    36    44    32    45    21    13     0    31    13    46    23    29    29    19    44     9    20     1     9    14    31    24    32     8     8    36    25    43    40    47    23    18    15     8    15    42    44    44    48     7    21    40    44    25     8    32    18    48    34    37    33    33    32    38    23    44    42     4     2     7    12    42    46    30  1094
   12    46     2    34    35    10    41    48    16     9     1    13    22    36    44    19    20    28    44    29    27    43     1    30    33     5    37     5     7    26     4    20    36    43    23    13    12    39    27    47    31    10    22     3     2    27     4     5    26    48    31    16    25    33    34    36    22     0    26    37    46    25     5    17    18     0    32     6    17    46    24     7    43    36    25    21    13    13     7    10   918
   21     7    21     6    18    43    47     2    40     4    31    35    36    13    19    48     0    29    18     9    13    36    35     8    29    13     1    17    28    42     8    46     2    18    28     4    30    37     3    45    26    19    27    10     8    13    10     9    41    29    15    14    30     0     9     0    24     4    41    17    16    10    46    34    25    44    15     6    39    29    33     3    43     6     0     5    34    42    29     5   850
   45    37    25    27     2     3    10    36    22     7    41    34    19     7    16    26    27    24    30    35    40    44     1    47    36    41    35    16    48    40    35    13    43    29    46    11    47    32     7    43     5    40    10    25     7    26    16    43    33    41    43     7    15     8     8    13     5     7    29     2    24    45     3     4    26    33    39    14    28    11    44    30     9    48    32     5    24    38    16    43  1013
    3    47    13     1    25     2    44    15    35     2    27    32     0     0    26    41    44    37    22    41     7     9    45    41     5     7     4    26    37    29    10    44    43    31    22     6    44    45    34    44    33    25    33    33    21    12    37    39    43    46     2    24    43    40    20    22    37    35    30    16    31    33    32    37    43    21    36     1    35    48    30    18     5    27     0    39    20    26     7     5  1037
   19    13     6    36     6     1    38    10     5     1    14     1     2    38    22    13    34    36     2    16     1    20    12    24     1    21    25    26    36    38    11    47    10    12    23    45    40    29    41     3    41     8    19     6    34    35    11    31    33    38    45    43     9    40     3    24     8    38     7     2     1     3    30    17    15    25    32    23    24    10    33    11    30    42    23     9    16    40    15    33   842
   22    17    25    23     9    29    24    16    12    11    21    21    33     5    28    25     6    26    35    10    13     0    42    15    39    18    36    48    37    45     5    45     2     5    48    18    46    37    20    26    41     8    46    19    33    23    15     8    25    18    27    17    23    13    17    31    31    38     1    13     2    29    48     1     6    23     9    21    26    37    45    34     6    12    38     2    10    12    21    36   904
    4    17    31    41    22    42    43     6    35    38    20    14    39    15    30    37    14    48    41    28    16     0    44    19    25    15     9     9    38     0     8    16    44    19     6    25    29    11    37    17     0    48    24     2    48     3    46    42     4    43     1    22    20    15    29    19     7    16     5     9    16    35    46    46     7    15     7    29     5    22    12    45     4    26    45    16    26    26    16    37   918
# Solution: 1 1 1 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 1 1 0 0 0 1 1 0 1 0 1 0 1 1
