11	100
   49    59    72    97    59    83    94    38    22    21     9    41    58    41    15    11    70    39    25    10    85    38    90    42    69    40    96     1    37    83    67    72    85    77     9    44    89    97    32    56    62    39    67    50     5    98    54    72    13    43    94    33    32    64    57    54    19    73     7    81    51    91    49    50    95    91    71    83    47    70    67    77    63    10    85    56    86    42    32    56    46    39    64    50    20    56    11    81    45    95    22    74    72    88    73    60    27    29    46    29  2719
   83     0     9    86    57    45    51    36    16    80    30    78    56    69    54    27    75    47    89    82    74    28    84    32    23    14    23    72    88     6    88    47    86    84     1    89    10     6     5    17    29    79    21    10    17     9    62    86    58    63    33    29     5    75    95    53    37    80    76    51    21    34    61    65    96    16    53    57    12    97    85    80    36    57    69    96    71    27    23    69    17    22    93    46    69    15     8    28     7    16     6    22    28    71    71    28    45    93    87    91  2451
   23    73    46    93    30    37    72    55    57     5    10    95    65    19    73    27    45    85    86    53    16    50     1    41    60    19    37    35    91    67    55    44    15    27    26    93    29    87    28    80    71    23    63    18     5    30    28    27    46    51    90     5    60    70    86    65    79    52    38    84    47     9    19    75    24    23    29    64    46    36     0    57    70     4     5    82    28    45    68    54    68     8    64    93    82    78    75    56    73    75    69    49    21    95    19    54     0    26    53    86  2435
   94    47    69    81    38    62     4    84    95    56    21    63    67     8     9    62    84    54    12    94    69    16    90    21    45    10    83     8    53    47    77    70    96     5    72    54    50    54    94    64    53    85    13    31    91    11    73     0    65    23     3    98    67     9    85    52    62     7    59    16    57    12    56    30    49    39    69    31    96    62    77    53    44    53     4    11    89    35     3    69    13     5    47    60    90    50     6    63    37    59     3    68    75    39    39    60    86    86    79    44  2516
   58    93    17    17    37     2    81    50    20    71    28    21    24    49    24    13    22    87    77    98    40    93     0    93    12    33    76    78    96     4    73     9    81    38    25    28    35    29    24    42    21    88     6    92    36    60    26    32    66    98    54    20    33    46    18    88    47     3    73    27    76    40    40    61    92     6    23     7     2    78    39    97    98     2    76    77    12    47     3    36    17    55    55     6    78    80     7    47    81    21    68    17    89    12     1    21    11    82    94    56  2271
   71    48    42    38    59     0    37    79    94    63    46    47    98    67    86    67    16    42     6    19    20    81    33    96    12    82    94    97    80    95    97    57    40    67    21    76    48    98    96    41    76    34    87    23    26    20    46    86     6    81     4    81     1    71    44    53    81    68    57    17    89    97     5    87    84    38    28    23    84    66     2    68    65    30    93    24     4    47    91     8    36    49    10    27     8    88    15    60    61    17     3    11    29    40    67    11    50    32    76    31  2536
   34    22    38     2    13    14     0    31    19    70    31    92    28    37     0    45    47    89    68    58    75    20    90    15    61    12    31     0    11    21    61     7    30    27    12     8    71    12    48    37    65     5     3    63    53    31    18    27    95    38    76    23    53    23    80    15    87    69    18    71    13    31    62     2    74    64    81    42     0    70    50    80    78    48    20    50    22    55    64    48    83    49    46    66    17    32    19     9    96    46    25    26    29    15    75    18    15     6    24    65  2007
   93    30    49    57    91    56    14    33     9    23    89    83    54    63    14    81    97    68    83    30    42    89    24    83    22    89    71    81    48    31    25     5    32    83    78    20    34    21    11    44     8    26    61    87    29    91    19    45    27    44    35    76    18    91    81    44     6    66    74    40    50    58     1    72    39    54    31    75    98    33     9    19     0     2    22    14    25    58    26    75     4     1    96    62    83    90    94    31    43    53     4    12    13    17    44    80    42    17    74    20  2329
   92     0    51     5     6    81    24     2    19    16    64    52    14    59    97    10    25    58    16    79     5    94    76    89    67    78    66    63    97    27    23    95     9    27    20    67     4    14    49    80    36    45    22    12    40    98    19     2    49    69    60    18    46     7    37    31    69    20    22     9    75    96    91    98    17     2    91    13    60    69    41    81    73    85    57    20    35    44    36    94    10    56     2    50    28    27     9    77    45    69    60    40    16    35    95     4    40    46    66    93  2288
    3    18    57    36    22    85    25    84    73     2     0    34    69    96    14    91    89    97     9    56    86    58    94    12    42    24    21    74    83    23    85     1    88     3    79    44    84    88    15    85    34    74    20    79    77    70    22    63    24    95    53    67    73    28     1    86    70    97    33    34    62    81     0    87    10    97    91    43    30    47    16    35    23    45    76    76    17    72    36     0    23    19    84     8    44    14    61    50    88    33    73    77    67    16    69    81    74    86    95    47  2601
   82    53    44    24     5    72    68    84    70    21     9    94    80    89    94    11    90    33    16    50    86    18    89    57    29    77    74    80    62    35    89    73    98    90     2    33    91     7    93    43    51    70     6    17    61    95     7    34    18     4    25    65    73    71    84    14    30    73    74    17    11    80    65    78    21    89    71     4    24    75    11    58    49    21    74    82    37    58     1    70    76    57    32    77     0    36    36    41    81    30    19    33     7    90    59    20     2    71    96    86  2566
# Solution: 1 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 0
