12	110
   24    29    36     0    29    41    46    19    47    10     4    20    28    42     7     5    34    19    12     5    42    19    44    21    34    19    47    48    18    41    33    35    42    38     4    21    44    48    15    28    31    19    33    24    48    48    26    35     6    21    46    16    16    31    28    26     9    36     3    40    25    45    24    24    11    45    35    41    23    34    33    38    31     5    42    27    20    20    16    27    22    19    31    24    10    28     5    40    22    47    11    37    35    43    36    29    13    14    23    14    41     2     4    43    28    22    25     8     8    39  1464
   15    44    28    34    27    13    37    23    44    40    37    14    42    16    11     7    11    35    43     3    43    23    42    41     0    38     5    46     3     8    14    39    10     5    17     4    30    42    29    31    16    14     2    37    47    26    18    39    38    25    10    17    30    32     2     8    26    28     6     0    42    39    18    28    34    47    35    13    11    34     8    10    46    22    34     7     3    14     3     7     3    11    14    35    35    14    22    47    43    45    11    36    22    46    14    18    35    13    28    47     4     2    32     9    36    27    22    42    42    26  1325
    8    24     0    20    30     9    18     4    45    33    27    22     7    13    13    46    14    43    14    39    35    11    31     9     2    14    14    13    22    25    44     2    30    34    42    32    39    25    19    41    23    17     9    37    12    11    14    32    22    17    47    28    35     2     2    40    14    22    33    26    33     4    31    46    40    38    37    28    36    37    34    24    10     0     9    27     0    13    26    42    46    23    34    10    19    30     2    42    47    28    40    31    33     4     4    30    41    27     6    46    34     8    44    10    22     5    41     4    26    23  1315
   38    34    47     2    36    27    25    26    46    31    26    42     6    15    45     5    36     0    32    11     1    48    33    40    42    25    31     3    29     7    28     6    27    14    24    19    34    15    47    31    38    26    21    26     2     5    44    17     1    34     6     2    23    29    44    25     3    31    18    29    48    34    37    19    19    29    42    42    39    21    27    46     8     8    18     1     4    24    10    35    14    10    12    24    11     6    11    43    38     1    19    46     0    46     6    16    37    38    47     2    36     4    40    18    12    14    17    14    12    20  1291
   10    37     3    45    18    29    13    16    32    48    26    10    16    23     9    43    23    48    36    13    43    20    20    30    45     3    11     3     1    39    19    48     0     1    37    38     6    23     1    17     8    27    27     3    38    39     3    23    40    10    33     8    44     6    48    10     5    40    46    28    35    23    20    19    29     0    18    39    46    31    23    23     3    33    42    33     8    20     1     9    10    40    16    47     6    40    46    48    13    47    48    28    19    33    10    37    24    48    47    20    37    16    43    11    39     9    23    43     3    40  1367
    2    40     0    35    22    26    40    33    28     8    44     0     2    43    41    45    14    11    41    32     1    33    32    14     0    12     2    23    18     4    18    24     5    13     4    43     7    29    30     8     1     5    14    20    33     5    24    15    37    15    17    11    19     1     6     7    47    15     9    35    15    45    14    18     0    22    23    44    33    23    37    10    44     7    30     6    15    48     5    10    30     3    14    13     6     4    35     6    24    18    32     2     1    31    26    15     9    13    46    19    37    11    26    11    39     7    43    34     9    35  1105
    6    15    30     1    36    31    40    21    47    35    25    39    38    24    10    24    11    27    31    24    41    24    28    32     8    15    46     4     0    22    12    13    14     7    37     9     7     3    12    32    22    15    24    28    45    27     7    16     4    11    44    41    27    31     6    40    48    34    41    14    20    44    12    41    11    44    35    40    23    15    12     2    15    41    38    10    16    10     5     9     4    13    30    43    14    45     9    22    13    21    17    37     8    45    40    22     3    32    36    20    24    29     0    35    19    26    15    37    48    16  1286
    4     9     0     1    11     7    12    28    13    37     2     0    47    30    41    44    47    15    21    26     2     6     6     8    22    40    21     8    36    10    45    48    25     2     3    40    11    45     9     8    31    26     6     4    48     5    12    28     8    39     2    46    37    44    33    38    33    31    48    13    11    47     4    13    10    33     2     7    24    39    17    22    11     5    19     0     9     0    24    34    30     9    22     3    18    15    34     9    11    29    37    47     1    48     8     1    45     6    30    34    20    40    36    42    28    10    17    21    18    46  1184
    5    36     1    24    13    13     4    38    22    34    29    19     8    17     0     1    20    23    33    46     1     9    28    17    10    42    12    45    28     1    48    17    34     0     7    45    44    48     4    27    42    29    46     5    21    12    10    36    41    11    42    47    43     1    39    21    41    43     7    42    17    36    10    39    38    34    11    31    11    47    26    33    36    14     0    42    34    47    16    16    30    40     0    43     5     0    41    21    15    23     8    17    11    22    37    37     8    35    17    48    11     9    41     4    22     7    30    25    43    16  1318
   36    24    33     8    34    40    36    42    47    23    40    26    22    12     2    44    33    41    34    10     4    46    39    44    46     5    35    16     8    25    43     9    44    28    14    38    36    39    30    17    44    36     1    44    47    16    45     3    46    21    25    35     3     8    30     2     3    16     8     2    12    32    36    35    41     7    15    36    36     8     5    39    32    38    10    44    35    47    12    37     5    29    38    10    36    40    18    28     0    35    37    28    16    38     0    18    18    20    40    15     9    16     3    44    29    10    48    35     1    42  1425
   18    43     4    44    42    29    21    28    23    33    48    29    37    13    24    47    13    33     0    40     0    48    18     4    44     0     5    32    14    38    24    12    14    29    32    34     3     1    13    43    36    24    36    21    46    17    47    11    45    40    26     3    22    15    38    17    17    38    11    12     4    18    22     0    28    38     6     1    32    32    19     4    25    35    32     6    30    45     3    42    31    38    30    27    27    44    38    21    29     9    46    38    11     3     7    24    30     2    46     1    16    46    30    30    43     4    37    37    16    41  1361
   25     1    44    33    26     8     7    42    43    14     7    29    16    17    16    25    39    22    31    15    29     3    24    35     8     2    47    12    37    43    36    28    45    35     9    25    42     8    32    34     1    48    21    10    37     9    39    16     8    37    18    27    28    42    43    11    23    17    28    15    17    14     5    31     0     3    44    38    19    38    39     6    28    23    10    45    27    10     8    12    26    40    47     3     5    45    22     8    39     3    47    30    36    35    22     0    37     6    17    48    18    47    19    33    32    26     7    20     9    30  1323
# Solution: 0 1 0 0 1 1 0 1 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 1 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1
