15	140
   24    34    27     9    37    11    25    22     3    20    47    26    37    10    10     7    35    14    48    15     8    27    12    28    16    13    13    31    43    24    29     8     9    23    26    12    24    38     6    20    40    32    15     1    38    38    31     0    43    19    28    30    22    45    10    12    18    23    27    40    30    21    12    18    47    16     3    13     2    26    40    23     5    43    13     5     1     7    31    35     1    26     1     2    19    13    10    27    16    41    42    18    12    33    34    31     6    39    32     5    31    39    42    23     0    33    17    18    36     8     1    21    32    38    14    21    27     8    25    26    46    46    31     8     4    33    34     7    44    39    33    12     6    31    30    28    41     9    31    16  1585
   23     1    26    43    24    25     4    20    20    29    23    26    27     6    30    36     6    21     2    38    21    12     4     4    32    46     4    36     6    39    31    30    45    34    16    40    28    45    28    47     2     6    34    12     2    21     0    19     5    40    36    45     7    15    45    10    43    42     7     0    20    39    40    38     8    41    35     3    32    38    26     6    47    11    43    42    42     3    21    14     8    46     9     8    44    34     3    31    39     0    33    30    40    30    14    30    28    30     4    45    25    27    23    30    15    34    47    36     2    10    23    44    13    37     9    38    20    31     1     6    11    39    10    44    11    21    24    26     9     0    32    35     0     6    16    31    23    30    47    14  1662
   20    24    20    37    26    18    12    42    19    46    29    44    32    31    47    45    18     5     7    13    16    41     8    14    22    25    27    19    31    17     9    11    22    11    30    17    10    10    34    30    20    15    31    35    14    27    19    10    40    35     3    48    13    32    19    36    19    29    16     8    48     7    20    35    32    25    37     1    19    33    34     4    24     0    27    17    48    37    35    33    24    46    36    22    36     6    12     1     2    23     1    41    38    46    47    40    10    15    33    17    13     4     5    20    24     5    46     9    16     8    12    12    10     0    10    25    43    15    18    34     5    28    21     6    11    21    42    27    12    26    44    44    35     3    12    28    37     4    26    18  1599
   28    46    47    16    48    33    36    34     9    34    18    30     2    25     8    35    12    16     7    37    35    24    36     4    30    18    29    13     4    11    35    26     1    34    11    33     5    39    37    31    12    11    41     7    19    29    47     5    39    13    34    43    25    26    31    24    37    14     6    35    18    23    21    20    20     8    15    32     0    10    19    23    24    39    17    34     2    30     2    33     6    23    36    48    11    18     0    29    22    32    10    11    25    19    38    31    27    11    38    27    38    15    44    43    26    45    46    47    21    35    41     0    26     3     4    26    10    40    15    38    23    14     8    31    27    40    31    35    45    28    26     6     1    25    11    14     4     1     2    10  1636
   27    36     8    47    13     2    17    39    35    24    12    20     4    43     4    48    16    28     3    32     5    29    23    29    14    42    40    48     6    37     9    42    12    34     7    36    47     2    36    35    44    34    12    30    30    39     3    44    10     7    34    15    23    21     7    33    21     9    15    40    48    18    32    41    16    17     0    17    38     2     1     1    46     7     4    17    45    35    15    20    26    42    31    36     8     2    41    17    24     5     7    41    18    34    42    17     7    31    47    43    30    12    18    14    43    28     9    42    34    15    45     6    41     3    29     5    14    24    13    47     2     3    11    16    37    29    33    38     4     7    48    41    15    42    28    12    17     3    44    32  1667
   39     0     2    41    44     1    32    22    44    34    19    36     7    23     5    48    23    11    22     9    35    20    43     2    28    13    46    10    16    36     2    24    19    14     9    40    36    10    41    15    32     3     3    34     4     5    43    48    36    16    35    14     0     5     7     0     7    20    14    16    26     7     5    25    37    30    25    29    21    16    36    17    21    46    26    13    24     9    36    42    47     3     4    20    42    37    25    44     5    21    13    47    41    26    33    22    10    41    39    27     1    27    36    15    26    41     2    46    38    40    38    29    16     9    26    17    36    43     5     9    13     5    34    17    36    16    17    42    10    12    21     8    21    31    29    15    46     4     2    45  1612
   45    40    38     6    17    24    14    25    37    11    41    30    46     9     2    39     4    10    41    34    27     5    44    33    30    10    18    43    18    27    32     1    25    24    37    12    38     6    29    38    47     4    23    25    37    38    31     6    25    38    48    43     0    39    13    15    19    44     9    40    36    30    27    48    12    15    23    25    15    13    38    43     6    16    22     8    48    29    12    33    19    31    31    32    45    16    35    48    23    26     8    14    22     1    43    12    24    22    43     8    28    18    36    26    21    24    22    23    34    38    10    32    44    45    32    40    27    38    37     4    24    17    11    17     7     7    27    17    42     2    10    26    39     0     9    26    42    26    19    34  1768
    4    35    25     6    16     6     4     2    39    16    38    41    47    23    26    15    45    17    23    13    36    30     7    29    22    13    22     0    18    29    47    21    30     8     4    34     6    17    10    31    28    42     6     8    17    20    22    44    19    18    37     1    21    23     8    19     1     2    26    27    10     9     1     4    29    27    48    26    27    48    30    25     4    37    23    13     0    32     3    42    43    17     1    19    24     4    31    48    15    28    29    31    18    29     4    45    43    22    38    33    19    12    44    23     6    28    45     9    46    20    25    34    42    23    11    28    24    27    33     9    45    20    40    23    40    46     7    20     2    39    42    21    15    27    35    13    46    11    20     7  1615
    8     4    41     4    30    48     9    35    29    28    14    45    42    33    21    26    37    21    24    23    32     6    43     6    16    23    24    36    34    38    39     3    46    35    35     7    18    37    32     1     0    48     8    11    16    13     1     0    26    45    40    27    10    15    27    44     3     0    36    48     8    46    33     8    33     7    30    30    18    14    11    28     1    38    35    42     9    31    43     6     0    18     0    37    21    43    31    33    21    16    47     8    27     3    48    46    19    12    25    47    19     2    23    30    43    43    30    18    15    23    24    23    12     3    45    38    36    42    32    36    42    45    48    18    12    37    43    35    23    28    18    20    35     4     9    29    40    45    20    11  1761
   28     8    36    37    35     4     8    17     5     8    12    38     8    18    10    43    26    30    12    37    18    42    43     2    21    23    48    27    45    42    27    44     0    48    31    43    34    27    38    14    35    39    45     4    43    30     3    36    48    25     2    36    15    18    12    12     1    42     5    20     0     1    31    25    46     9    46    28     4    34    10    38    45    27    34    25    35    39    21    15    46    36    12    31     3    48     8     5    35    33     4    37    40    48    34    21    13    31    23    43    47    34    40    35    26    23     0    42    16     4    13    44    19    31    43    39    45    46    42    21     6     5    22    12     5    20     7    29    38    27    33    39    42    23     1    31     4    13    25    44  1804
   30    24    39     5    19    11    28    28    18    23    26    41    38    24    13    23    35    25    16     2    13    43    33    39    43    21    10    36     6     1     9     4    30    31    15    43    40    32    35    44    27    38    10    43    18    28    47    46    15    23    12    41    45    12     2    32    34    40    31    45     6     3    40    42    23    16     5    14    23    35    31    14     7     1    41    23    47    19    11    29    26    15    22    24    43     2    21     7    44    41    36     0    23    48    35    18    16     5    45     5     2    26    40     9    43    34    11    10    38     6     3    24    43    40    20    45    29    20    31    12    43    26    42    20     9    22    26    13    46     3    47    33    39     2     7    11     5     7     7    42  1713
    5    44     3    23    25    37    16    19    40    28    31     6     3    20    21    22    14    34     9    41     7    34    16    14     1    24    43     2    41    14    14    23    30    27    27    27    24    22    26    14    37    22     4    47    35    44    30     1    13    11    45     4     4    42    21     7    10    39    30     6    27    39    38     7    43    21    16    31     3    43     1     6    10     7     8     8    15    20    16    19    18    39    36    10    15    35    33    36    14    15    37    36    36    45     0    24    37    46    18     4    16     0    12    17    42    40    27     8    39    13     6    32    37    47    36    14    30     9    22    15    17    45    32    16    35    29    36     0    30    22    21     0    10    28    20    16     1    22    46     1  1562
   13     1    21    24    35     8    21    13    17    21     1    10    25     7    20    41    17     5    30    22    35    25     9    14     1    14    17    15    41    14     1    33    43     5    38    31    31     2    21    35    23    38    22    27    41    10    45    14    30    29    29    45     7    16    31    29    38     5    41    40     0    47    29    24    12    40     5    32    32    19    13    25     6    48    48    43    45    20    19    45    47    22     5    32     9     1     1    38    15    31    33    31     6    13     1    36     4    38    22    45    45    33    37    14    34    34    33     6    30    21     9    18     7    26    21     0    47    26    34    23     8    30    46    34    30    25    31    44    15    32    10    37    36    14    48    41    38    46    21    33  1718
   28    19    38    29    24    34    20    18    46    23    44     9     9    15    10    10    30    12    23    43    48     0    27     6    42    12    34    44    23    23    12    41    22    25    27    15    14    26    32     8    16    34    11    29    16     8    32     4    31    43    41    37    30    23    24     6    42    25     7    33     9    35    40    16    12    45    16    12    38     2    15    32    45     1    33    45    17    32    29    30     1     6    32    26    27    36    45    28    34     8    38     2    35    14     3    27     4    10    22    47     4    10     8    18    44    23    36    47    23    43    34    20    46    19    38    32    30     3    10     3     9    18    14    38    21    36     1     3    18    38    28     8    32    30    44    16    41    19    10    12  1666
   15    48    42     7    30    25    13    31     9    31    39    28    15    35    25    26    44    39    12    21    40    20     2    24    19    41    43    31    35    22     9    10    15    18    46    42    17    37    10    33    26    20     4    33    17     3    27    44    44    33    16     7    29    15    47    21    41    23    38    42     4    48    27    24     3     0     7     8    44    23    45    34    28    34     6     4    18     9     4    12    37    27    17    39    11    14    41    30    10    21    41    29    40    38    17    29    11    47     7    22    14    38     6    42    46    36    44     8    42    26    27    22     0     8    14     6    26    35    40    14     4    33    34    28    37    15    25    39    26    10    17    45    22    37     6    28     0    30     4    26  1724
