9	80
   44    42    44     4     0     9    36    32    36    28     2     9     1    10    35    15    14    17    30    27     9    31    22     0    28     4     9    15    35    12     2     1    29    44    12    21     7    29    21     2     9    39    26    39    17    41    39    44    47    37     3    43     1    17    46    43     7    26    46     5    26    14    42    17    36    37     2    42    22     8    16    25    31     9    19     5    23    13    15    15   880
   48    13    38    15    45    41    14    42     3    24    34    27     9    37    26    25     5     3    20    47    26    37    10    10     7    35    14    48    15     8    27    12    28    16    13    13    31    43    24    29     8     9    23    11    12    24    38     6    20    40    32    15     1    38    38    31     0    43    19    28    30    22    45    10    12    18    23    27    40    30    21    12    18    47    16     3    13     2    26    40   926
   23     5    35    13     5    46     7    31    43     1    26     1     2    19    13    10    27    16    41    42    18    12    33    34    31     6    39    32    22    31    39    42    23     0    33    17    18    36     8     1    21    32    38    14    21    27     8    25    26    46     1    31     8     4    33    34     7    44    39    33    12     6    31    30    28    41     9    31    16    23     1    26    43    24    25     4    36    20    29    23   915
   26    27     6    30     0     6    21     2    38    21    12     4     4    32     0     4    36     6    39    31    30    45    34    16    40    28    45    28    46     2     6    34    12     2    21    36    19     5    40    36    45     7    15    45    10    43    42     7     0    20    39    40    38     8    41    35     3    32    38    26     6    47    11    43    42    42     3    21    14     8    46     9     8    44    34     3    31    39     0    33   944
   30    40    28    14    30    30    30     4    45    25    27    23    30    15    34     1    20     2    10    23    44    13    37     9    38    20    31    47     6    11    39    10    44    11    21    24    26     9     0    32    35    47     6    16    31    23    30    47    14    20    24    20    37    26    18    12    42    19    46    29    47    32    31     4    45    18     5     7    13    16    41     8    14    22    25    27    19    31    17     9   953
   44    22    11    30    17    10    10    34    30    20    15    31    35    14    27    19    10    40    35    48     0    13    32    19    36    19    29    16     8    48     7    20    35    32    25    37     1    19    33    34    11    24    48    27    17     1    37    35    33    24    46    36    22    36     6    12     3     2    23     1    41    38    46    47    40    10    15    33    17    13     4     5    20    24     5    46     9    16     8    12   929
   12    10     0    10    25    43    15    18    34     5    28    21     6    11    21    42    27    12    26    44     2    35     3    12    28    37     4    26    18    28    46    47    16     0    33    36    34     9    34    18    30    44    25     8    35    12    16     7    37    35    24    36     4    30    18    29    13     4    11    35    26    38    34    11    33     5    39    37    31    12    11    41     7    19    29     1     5    39    13    34   897
   43    25    26    31    24    37    14    35     6    18    23    21    20    20     8    15    32     0    10    19    23    24    39    17    34     2    30     2    33     6    23    36    48    11    18     0    29    22    32    10    11    25    19    38    31    27    11    38    27    38    15    44    43    26    45    46    47    21    35    41    48    26     3     4    26    10    40    15     1    23    14     8    31    27    40    31    35    45    28    26   987
    6    47    25    11    14    35     1     2    10    27     4     8    47    13     2    17    39     4    24    12    20    36    43     4     1    16    28     3    32     5    29    23    29    14    42    40     1     6    37     9    42    12    34     7    36    47     2    36    35    44    34    12    30    30    39     3    44    10     7    34    15    23    21     7    33    21     9    15    40    48    18    32    41    16    17     0    17    38     2    48   882
# Solution: 0 1 1 0 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 1 0 1 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 1 1 0 0 0 0 1 0 0 1 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 1 0 1 1 1 0 0 0 0
