12	110
   10    21     2     9    39    26    39    17    41    39    44     1    37     3    43    47    17    46    43     7    26    46     5    26    14    42    17    36    37     2    42    22     8    16    25    31     9    19     5    23    13    15    15     0    13    38    15    45    41    14    42     3    24    34    27     9    37    11    25     5     3    20    47    26    37    10    29     7    35    14    48    15     8    27    12    28    16    13    13    31    43    24    29     8     9    23    26    12    24    38     6    20    40    32    15     1    38    38    31    48    43    19    28    30    22    45    10    12    18    23  1301
   27    40    30    21    12    18    47    16     3    13     2    26    40    23     5    43    13     5     1     7    31     2     1    26     1    35    19    13    10    27    16    41    42    18    12    33    34    31     6    39    32    22    31    39    42    23    43    33    17    18    36     8     1    21    32    38    14    21    27     8    25    26    46    46    31     8     4    33    34     7    44    39    33    12     6    31    30    28    41     9    31    16    23     1    26     0    24    25     4    36    20    29    23    26    27     6    30    36     6    21     2    38    21    12     4     4    32    46     4    36  1238
   12    39    31    30    45    34    16    40    28    45    28    47     2     6    34     6     2    21    47    19     5    40    36    45     7    15    45    10    43    42     7     0    20    39    40    38     8    41    35     3    32    38    26     6     0    11    43    42    42     3    21    14     8    46     9     8    44    34     3    31    39     0    33    30    40    30    14    30    28    30     4    45    25    27    23    30    15    34     0    20     2    10    23    44    13    37     9    38    20    31     1     6    11    39    10    44    11    21    24    26     9     0    32    35    47     6    16    31    23    30  1329
   47    12    20    24    20    37    26    18    14    42    19    46    29     4    32    31    47    45    18     5     7    13    16    41     8    14    22    25    27    19    31    17     9    11    22    11    30    17    10    10    34    30    20    15    31    35    14    27    19    10    40    35     3     0    13    32    19    36    19    29    16     8     1     7    20    35    32    25    37     1    19    33    34    44    24    48    27    17    48    37    35    33    24    46    36    22    36     6    12    48     2    23     1    41    38    46    47    40    10    15    33    17    13     4     5    20    24     5    46     9  1303
   16     1    12    12    10     0    10    25    43    15    18    34     5    28    21     6    11    21    42    27    12    26    44    44    35     3    12    28    37     4    26    18    28    46    47    16     0    33    36    34     9    34    18    30     2    25     8    35    12    16     7    37    35    24    36     4    30    18    29    13     4    11    35    26    38    34    11    33     5    39    37    31    12    11    41     7    19    29     8     5    39    13    34    43    25    26    31    24    37    14     6    35    18    23    21    20    20     8    15    32     0    10    19    23    24    39    17    34     2    30  1213
    2    12     6    23    36    48    11    18    48    29    22    32    10    11    25    19    38    31    27    11    38    27    38    15    44    43    26    45    46    47    21    35    41     0    26     3     4    26    10    40    15    47    23    14     8    31    27    40    31    35    45    28    26     6     1    25    11    14     4     1     2    10    27     4     8    47    13     2    17    39    35    24    12    20    36    43     4     1    16    28     3    32     5    29    23    29    14    42    40     1     6    37     9    42    33    34     7    36    47     2    36    35    44    34    12    30    30    39     3    44  1316
   10     5    34    15    23    21     7    33    21     9    15    40    48    18    32    41    16    17     0    17    38     2    48    48    46     7     4    17    45    35    15    20    26    42    31    36     8     2    41    17    24     7     7    41    18    34    42    17     7    31    47    43    30    12    18    14    43    28     9    42    34    15    45     6    41     3    29     5    14    24    13    47     2     3    11    16    37    29    33    38     4     7    48    41    15    42    28    12    17     3    44    32    39     0     2    41    44     1    32    48    44    34    19    36     7    23     5    48    23    11  1329
   39     9    35    20    43     2    28    13    46    10    16    36     2    24    19    14     9    40    36    10    41    15    32     3     3    34     4     5    43    22    36    16    35    14     0     5     7     0     7    20    14    16    26     7     5    25    37    30    25    29    21    16    36    17    21    46    26    13    24     9    36    42    47     3     4    20    42    37    25    44     5    21    13    47    41    26    33    22    10    41    22    27     1    27    36    15    26    41     2    46    38    40    38    29    16     9    26    17    36    43     5     9    13     5    34    17    36    16    17    42  1262
   31    12    21     8    21    10    29    15    46     4     2    45    45    40    38     6    17    24    14    25    37    11    41    30    46     9     2    39     4    10    41    34    27     5    44    33    30    10    18    43    18    27    32     1    25    24    37    12    38     6    29    38    47     4    23    25    37    38    31     6    25    38    48    43    45    39    13    15    19    44     9    40    36    30    27    48    12    15    23    25    15    13    38    43     6    16    22     8    48    29    12    33    19    31    31    32     0    16    35    48    23    26     8    14    22     1    43    12    24    22  1374
    4     8    28    18    36    26    21    24    22    23    34    38    10    32    44    45    32    40    27    38    37     4    24    17    11    17     7     7    27    17    42     2    10    26    39     0     9    26    42    26    19    34    43    35    25     6    16     6     4    46    39    16    38    41    47    23    26    15    45    17    23    13    36    30     7    29    22    13    22     0    18    29    47    21    30     8     4    34     6    17    10    31    28    42     6     8    17    20    22    44    19    18    37     1    21    23     8    19    48     2    26    27    10     9    48     4    29    27    48    26  1284
