13	120
   31    31    44    29    31    32    44    26    28     0    30    36     0    40     6    13    36    20    37    28    29    20    46     4    32    28    22     8     2    46    34    16    25    40    26    42    32    34    19    46    39    17     2     6    39    20    13     7    48    32    21    41    41    39     7     9    40    46    34    24     9    16    36    44    32    45    21    43     1    31    13    46    23    29     2    19    44     9    20    48     9    14    31    24    32     8     8    36    25    43    40    47    23    18    15     8    15    42    44    44    48     7    21    40    44    25     8    32    18    48    34    37    33    33    32    38    23    44    42     4  1643
    2     7    29    42    46    30     2    46     2    34    35    10    41     0    16     9     1    13    22    36    44    19    20    28    44    12    27    43     1    30    33     5    37     5     7    26     4    20    36    43    23    13    12    39    27    47    31    10    22     3    12    27     4     5    26     1    31    16    25    33    34    36    22     0    26    37    46    25     5    17    18     0    32     6    17    46    24     7    43    36    25    21    13    13     7    10    21     7    17     6    18    43    47     2    40     4    31    35    36    13    19    48    48    29    18     9    13    36    35     8    29    13    48    21    28    42     8    46     2    18  1359
   28     3    30    37     4    45    26    19    27    10     8    13    10     9    41    29    15    14    30    48     9    48    24     4    41    17    16    10    46    34    25    44    15     6    39    29    33     3    43     6     0     5    34    42    29     5    24    37    25    27     2     3    10    36    22     7    41    34    19     7    16    26    27    24    30    35    40    44     1    47    36    41    35    16     0    40    35    13    43    29    46    11    47    32     7    43     5    40    10    25     7    26    16    43    33    41    43     7    15     8     8    13     5     7    29     2    45    45     3     4    26    33    39    14    28    11    44    30     9     0  1412
   32     5    21    38    16    43     3    47    13     1    25     2     0    15    35     2    27    32     0    44    26    41    44    37    22    41     7     9    45    41     5     7     4    26    37    29    10    44    43    31    22     6    44    45    34    44    33    25    33    33    21    12    37    39    43    46     2    24    43    40    20    22    37    35    30    16    31    33    32    37    43    24    36     1    35    48    30    18     5    27     0    39    20    26     7     5    10    13     6    36     6     1    38    10     5     1    14    43     2    38    22    13    34    36     2    16    47    20    12    24    45    21    25    26    36    38    11     1    19    12  1458
   36     1    40    29    41     3    41     8    19     6    34    35    11    31    33    38    45    48     9    40     3    24     8    38     7     2     1     3    30    17    15    25    32    23    24    10    33    11    30    42    23     9    16    40    15    33     5    17    25    23     9    29    24    16    12    11    21    21    33    22    28    25     6    26    35    10    13     0    42    15    39    18    23    48    37    45     5    45     2     5     1    18    46    37    20    26    41     8    46    19    33    23    15     8    25    18    27    17    23    13    17    31    31    38     1    13     2    29    48     1     6    23     9    21    26    37    45    34     6    12  1345
   38     2     1    12    21    36     4    17    31    41    22    42    43     6    35    38    20    14    39    15    16    37    14    48    41    28    16     0    44    19    25    15     9     9    38     0     8    16    44    19     6    25    29    11    37    17     0    48    24     2    48     3    46    42     4    43    10    22    20    15    29    19     7    16     5     9    30    35    46    46     7    15     7    29     5    22    12    45     4    26    45    16    26    26    16    37    13    10     9    31    43    27    26    46    22    27    13    35    20    18    37    26    18    33    19    17    43    10     8    43    47    26    48    15     7    28     2    26     5    42  1397
   12     2    34    37     6    45    28    24     6    12    29    43    39    16    17    20     1    35    31     7    27    36    22    25     3    32    39     7    45    28    31    22    44    19    14    43    33     9    29    28    12    24    21     9    29     1    19     0    11    13     8     3     4    12    46    20    29     1    41    20    21    28     5    44    18     9    16     3    45    14     7    14    31    36    13    47    45    37    26    47    15    25    23    48     2    23    17    26    11    22    47     8    43    32    20    29    25    33    24    40     9    41    38    13    23    28    40    14    28     8    41    17    31    17    13     6    13    32    44    39  1408
   33    39    37    37    25    43     2    40    46    11    22    48    13    40    24    31     0    43    38    23    47    14     2     3    48    29     8    15    19     4    43    40    42    28    33    33     6     7    20    38     2    32     6    46    24    37    37    38    41    26    26    24     4    45    33    36    36    10    44    11    15    46    38    26    31    26    44    38    14    22    43    46     9    17    13    25    23    31    46    24     2    36     2    16    15    37    19     8    10    44    27    26    39     6    18     5    42    21    11     3    43    21    30    33    17    40    24    45    42    15    29    47     4    30    42    48    35    26    29     4  1600
   27    24    40    10    41    27     6     4    19    12    19    43    28     4    46     8     1    25     4    15    48     8    32    24    10     3    25    10    24    40    24    30     8    12    17    41    40    32    21     1     8    18    48    19    46    32    33    28    31    27    44     9    14    30    41    31     9    41    43    12    48    29    41     1    22    41    35    26    15     7    23     3    39     6    31    16    39    24    32    19     2    11     4    15    44    40    27    40    20    12    32    13    35    32    23    14    13    38    43    19    17    31    17     3     8     7    12    22    30    31     9    23    37    33     5    33    24    39    30    31  1416
   15    32    29    20    11     1     5     3    43    15    46    46    17    17     4    11    21     1     9    15    27     2    10    24    14    38    30     3    21    26    15    26     2     0    25    34    36    44    35    42    42     0     3    23    48    10    17     4     1    47    13    13    41    43     1     0    21    22    39     7    28    28    43    11    33     5    35    26    17    48    46    40    13     2     0     4    16    40    25    25    10    46    32    29    10    16    25    32    43     7    18    47     4     1    26    30    48    44     4    23    36     5    25    23    24    15    41     2     5    18    27    40    18     0    11    32    12    28    46    25  1311
   38    13    21    28    21    18    16     0    29    22     4    12    43    15    48     9     1     7    18    18    32    31    37    34    12     3    22    34    33    16    35    40    27    45    42    23    42     0     3    16     4    28    14    41    44    21     3    41     9    17    33    11    16    43     9    25     3    39    45    10    26    13    10    27     2     2    45    28    36    30    38    17    34    47    41    45    28    37    17     3    42    21    25    28    45     7     4    14    40    14    38    42    16    24     9    32    11    16    23    24    12    30    10     4    11    40    30    19    14    21     7    48    10    37    33    38    36    39     4    37  1422
