9	80
    0    46     9    45    41    15    32     2    41    48    42    27     9    47     7    40    47    39    25     1    48    17    16    13    20    18    20    22    48    27    26    33    24    29    36    48    29    41    46    19    11    10     4    20    28    42     7     5    34    19    12     5    42    19    44    21    34    19    47    48    18    41    33    35    42    38     4    21    44    48    15    28    31    19    33    24     2    48    26    35  1099
    6    21     4    37    16    31    28    26     9    36    48    40    25    45    24    24    47    45    35    41    23    34    33    38    31     5    42    27    20    20    16    27    22    19    31    24    10    28     5    40    22    47    11    16    35    43    36    29    13    14    23    14    41     3    46    43    28    22    25     8     8    39    15    38    28    34    27    13    37    23    44    40    37    14    42    16    11     7    11    35  1060
   43     3    43    28    42    41    47    44     5     3    46     8    14    39    10     5    17     4    30    42    29    31    16    14    47    37    47    26    18    39    38    25    10    17    30    32     2     8    26    28     6     0    42    39    18    23    34     0    35    13    11    34     8    10    46    22    34     7     3    14     3     7     3    11    14    35    35    14    22     2    43    45    11    36    22    46    14    18    35    13   931
   28    47    32     2     4     9    36    27    22    42    42    26     8    24     0    20    30     9    18    17    45    33    27    22     7    13    13    46    14    43    14    39    35    11    31     9    47    14    14    13    22    25    44     2    30    34    42    32    39    25    19    41    23     4     9    37    12    11    14    32    22    17     2    28    35     2     2    40    14    22    33    26    33     4    31    46    40    38    37    28   965
   36    37    34    15    10     0     9    27     0    13    26    42    46    23    34    10    19    30     2    42    47    28    40    31    33     4     4    30    41    27     6    46    34     8    44    10    22     5    41     4    26    23    38    34    47     2    36    27    25    26    46    31    26    42     6    24    45     5    36    48    32    11     1     0    33     4    42    25    31     3    29     7    28     6    27    14    24    19    34    15   969
    0    31    38    26    25    26     2     5    44    17    47    34     6     2    23    29    44    21     3    31    18    29     1    34    37    19    19    29    42    42    39    21    27    46     8     8    18     1    40    24    10    35    14    10    12    24    11     6    11    43    38    48    19    46    47    46     6    16    37    38     1     2    36     4    40    18    12    14    17    14    12    20    10    43     3    45    18    29    13    16   920
   32     1    26    10    16    23     9    43    23    48    36    13    37    20    20    30    45     3    11    42     1    39    19    48    48     1    37    38     6    23     1    17     8    27    27     3    38    39     3    23    40    10    33     8    44     6     0    10     5    40    46    28    35    23    20    19    29    48    18    39    46    31    23    23     3    33     3    33     8    20    48     9    10    40    16    47     6    40    46    48   984
   13    47    48    28    19    33    10    37    24    41    47    20    37    16    43    11    39     9    23    43     3    40     2    40     0    35    22    26    40    33    28     8    44    48     2    43     0    18    14    11    41    32     1    33    32    14    46    12     2    23    45     4    18    24     5    13     4    43     7    29    30     8     1     5    14    20    33     5    24    15    37    15    17    11    19     1     6     7    47    15   901
    9    35    15     0    14    18    45    22    23     6    33    23    37    10    44     7    30    44    15     0     5    10    30     3    14    13     6     4    35     6    24    18    32     2     1    31    26    15     9    13     0    19    37    11    26    11    39     7    43    34     9    35     6    15    30     1    36    31    40    21     0    35    25    39    38    24    10    24    11    27    31    24    41    24    28    32     8    15     9     4   813
# Solution: 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 1 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 1 0 0 1 0 1 1 0
