12	110
   60    42     4    19    79    54    80    34    83    80    46     2    75     6    87    94    34    94    88    14    53    93    10    54    28    84    35    72    76     4    84    45    17    33    51    63    19    39    10    47    27    31    32     1    27    77    30    92    83    29    86     6    49    70    55    18    76    23    51    11     7    41    96    52    74    21    21    15    71    28    97    31    17    54    25    58    34    27    28    63    87    48    59    17    19    47    53    26    49    77    12    41    81    66    30     2    77    77    64    97    87    39    57    60    44    92    21    25    37    90  2653
   55    17    61    42    24    37    96    34     6    26     5    52    82    48    11    86    26    11     2    16    64    71     2    52     2     5    39    27    21    55    33    83    86    36    24    67    70    62    13    80    65    45    62    80    85    48    87    67    36    37    73    82     3    42    65    76    30    44    56    17    52    53    94    94    64    17     8    68    69    15    90    80    68    25    13    63    60    57    84    18    62    34    47     3    53     0    49    51     8    74    42    59    48    54    56    13    60    72    13    44     4    77    44    26     9     9    65    94     8    73  2536
   13    79    64    72    91    70    33    81    58    91    57    96     5    13    68    25     5    42    96    39    10    80    73    92    14    31    91    21    87    85    15     0    40    78    82    78    17    84    71     7    66    77    53    13     0    23    88    85    86     6    43    29    16    94    18    16    89    70     6    63    79     1    68    61    82    61    28    61    58    61     9    91    50    56    47    62    30    70     0    41     4    20    47    89    27    75    20    78    41    64     2    12    22    79    20    89    23    42    50    52    18     1    65    61    95    13    33    63    47    62  2712
   96    28    40    49    40    75    53    37    24    85    34    94    59     9    65    63    95    92    37    10    15    26    33    82    17    30    46    51    54    38    63    39    19    22    45    22    61    34    20    20    69    61    41    31    62    70    29    56    38    21    81    72     7     1    28    65    39    73    39    59    33    17     2    15    41    71    65    50    76     2    40    68    70    90    50    98    54    35    98    75    71    68    49    94    73    45    72    13    26    98     4    47     3    84    77    94    96    82    21    31    67    35    27     8    10    42    48    10    94    19  2661
   17    17    24    25    20     1    21    51    87    32    37    69    11    57    43    12    24    43    85    55    25    52    90    89    71     7    25    58    76     9    52    37    57    93    96    32     1    68    74    70    19    69    36    61     4    52    16    71    25    32    16    75    72    48    73     9    61    37    60    27     8    22    71    52    78    69    22    66    10    80    75    64    25    22    84    14    39    60     3    11    79    27    70    87    50    54    64    49    75    28    13    72    37    47    43    42    40    33    30    65     0    20    40    48    48    80    34    70     4    61  2480
    4    66    13    46    72    97    23    37    97    60     4    66    20    22    50    38    77    64    55    22    78    56    78    30    89    87    53    91    93    96    42    72    84     0    54     7     8    54    21    81    30     3    46    28    16    63    55    81    63    72    91    58    53    13    95    50    22    29     8    96     5    20    55     8    17     2    26    45    35    78    72    49    24    41    72    87     9     3    32    57     6    66    10    59    48    59    28    86    82     2    13    74    19    84    24    70    15    73    95     4    74    72    90    69    26    62    62    79     6    89  2681
   20    15    69    31    48    43    15    68    43    18    31    82    97    37    66    84    33    35     1    36    77     4    97    98    93    15     8    35    92    71    31    41    54    85    63    74    16     4    83    35    48    11    15    84    38    69    86    35    15    63    96    88    60    26    38    29    87    56    20    85    69    30    91    13    83     7    59    11    28    48    27    96     5     6    23    32    76    60    66    77     9    15    97    84    30    86    58    24    35     6    90    65    80     1     4    84    90     2    66    98    89    69    38    73    14    48    11    98    47    24  2719
   79    18    71    41    87     4    58    26    92    22    33    73     4    48    40    29    19    80    74    21    83    30    64     6     7    69     8    10    88    45    73    32    70    29     0    10    16     0    15    41    30    33    53    15    11    51    76    60    51    59    44    33    74    35    42    94    54    27    49    19    73    85    96     7     9    40    85    75    51    90    10    43    28    95    83    52    67    44    21    83    46    55     2    54    73    31    53    83     5    94    77    82    77    59    32    18    53    34    73    87    11    19    27    10    68    35    73    32    34    86  2572
   65    26    44    17    43    63    60    32    94     9     5    91    91    82    77    12    34    48    29    51    76    23    84    61    93    20     4    80     9    21    84    70    54    11    89    67    62    22    38    86    36    55    64     2    51    48    75    24    77    12    58    77    96     9    47    52    75    76    64    13    51    78    97    88    91    80    27    30    40    89    19    81    73    61    56    97    24    31    47    51    30    27    77    87    13    33    45    16    97    59    25    68    39    64    64    20     0    33    71    98    47    52    16    29    44     2    87    24    49    45  2805
    8    16    57    37    73    53    42    49    45    48    69    78    21    65    89    92    66    82    54    78    75     9    49    34    23    34    16    14    55    35    85     4    21    52    80     0    20    54    86    52    39    69    10    70    50    14    33    12    88    93    79    33    78    83    96    47    54    30    91    34    48    27    74    62    14    58    45    28    45     0    37    60    96    42    61    17     8    69    13    35    20    63    57    85    13    17    34    41    45    89    40    37    76     2    43    46    17    38    97     4    54    55    21    19    98     8    58    56    97    54  2623
