9	80
   13    63    59    97    52    65    16     5    91    16    22    52    81    77    32    33    63     4    78    31    97    44    45    31    12    62    13    17     4    79    82    75    62    11    82    29    95    25    28    42    53     7    69    21    25    67    52    79    29    80    32    25    74    49    95    72    48    65    43    57    77    80    91     7    17    94    58    49    93    82    80    70    20    11    78    98    14    44    89    77  2078
   15    13    59    23    73    16    74    92    60    98    31    66    68    38    37    86    38    68    61    17    83    80    57    84    18    90    45    42     5    66    14    20     3     0    22    43    98    55    63     5    94    80     9    29    76     2    56    25    65    96    87    27     1    15    19    26    50    31    42    74    12    19    77    69    95    79    87    33    36    21    96    69    23    57    73    19    38    61    68    74  1968
   43    86    12    60    11    40     6    86    24    74    95    20    92    67    86    83     2    51    65    19    23    89    14    52    56    65    59    64    92    97    70    65    57    70     6    48    37    42    52     8     0    17    21    97    63    82    66    40    51     6    39    61    27    90     7    81    98    21    58    72    57    41    41    43    36    12    79    69    18    40    76     1     0    79    17    83    76    11    89    38  1995
   16    36    23     7    25    88    26    16    51    25    96     9    48    64    19    74    50    11    40    36    91    82    85    69    53    53    29    33    46    33    85     7    84     5    56    15    11    37    71    27     4    47    49     1     8     9    83    20    93    54    73    36    91    66    49    14     8    95    33    91     7    20    40    50    73    76    65    30     4    12    51    10     9    87    71    15    70    52    53    71  1761
   82    22    43    55    30    24    13    93    56    22     4     7    27    15    64    33    96     6    72    52    82    57    62    65    78    33    98    36    23     6     0     2     6    82    86    58    51    53    45    17    92    12    26    36    33    13    22    32    40    64    71    76    38     7     7    63    28    91    23    94    81    18    82    41    37    78    18    15    23    55     0    78    49    47    86    40    20    12    40    55  1749
   17    82    71     9    88    29    47    82     4    16    49    90    12    63    20    50    83    14    72    54    34    84    47    29    27    47    50     4    64    22    67    31    37    31    47    15    51     9    77    10    39    41    89    78    77    35    70    12    41    53    31    36    43    69    68    80    89    10    34    91    36     4    65    36     8    43    60    65     7     5    71    16     2    27     0    63    22    81    65    90  1793
   34    27    31    88     9    91     4    61    25    15    24    69     3    96    66    31    91     0    55    63     4    51    85    27    25    42    77    33    57    78     4    66    44     6    25    46    35    86    42     6    36    12    10    41    39    56    64     2     5    78    58    20    20    48    79    19    60     1    45    15    35    56     7    29    10    96    45     1    76    61    42    93     5    77     6    75     0    59    15    72  1645
   29    77    62    38    68     5    28    52    79    74    85    77    28    46    80    46    55    39    76    70    98    67     4    42    98     5    96    69    55    11    59    61    61    63    38     4    82    91    32     3    40    42    40    58    28    20     5    18    30    49    45    57     2    34    26    56     4    49    15    52     9    73    96    76    25     6    85    41    83    32     9     8    49     3     0    76    90    31    67    76  1879
   14    90     0    89    87    39    67    41    84    25    68    86    67    11    58    42     5    44    27    62    15    26    31    53    15    89    86    39    16    44    88    12    77    41    29    28    90    43    40    81    74    79    46     7    87     7    27    48    60    68    42     3    38    63    11     5    16    69    96    32    32    86    20    81     1    25    44    35    70    81    91     7    27     3    75    60    84    43    44    13  1874
# Solution: 0 0 1 0 1 1 0 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 0 0 1 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 0 0 1 1 0 1 1 1 0
