# Node Net
 33   1
5841   1
4960   1
 40   1
5441   1
560   2
 64   2
 16   2
 30   2
6374   2
4241   3
4961   3
4161   3
 67   3
6361   3
3361   4
6378   4
5201   4
4880   4
5200   4
2480   5
6340   5
6080   5
 46   5
 59   5
2241   6
4640   6
6390   6
6385   6
6329   7
6362   7
 56   7
6380   7
1681   8
800   8
 31   9
6240   9
6355  10
6368  10
 18  11
 74  11
6364  12
 68  12
480  13
160  13
 70  14
801  14
 15  15
 65  15
1921  16
4720  16
 53  17
3440  17
 77  18
4400  18
1361  19
 29  19
6330  20
6348  20
